tf	group	offset_bp	cutsite_cpm	n_sites	total_motif_hits	signal_column	site_coordinate	lineage
RUNX3	B_cell	-92	0.0039872108579303385	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-91	0.003570050358710608	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-90	0.0034886027703642524	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-89	0.0035663294030869614	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-88	0.0037420412119640663	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-87	0.0036680355349638333	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-86	0.0033509274053712445	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-85	0.0033352167021471124	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-84	0.0035973373672432713	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-83	0.003600231440852585	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-82	0.0037627131848398327	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-81	0.0037494831157991247	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-80	0.003432374993322281	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-79	0.003629585646020548	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-78	0.003727984255967535	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-77	0.0035431767847611743	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-76	0.0035448305467144147	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-75	0.0034770264687124233	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-74	0.0033897907230668015	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-73	0.003738733688848224	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-72	0.0036618339303322936	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-71	0.0038528430021181723	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-70	0.003833411338328904	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-69	0.0035617815691056844	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-68	0.0036080867943918318	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-67	0.003619249665907772	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-66	0.003769328219310772	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-65	0.0035059672316872627	37694	37694	cutsite_bigwig	motif_center	T_NK
